received_at,sequence,millis,gain,integration_time,pwm_percent,pwm_raw,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-14T20:11:12.041747+00:00,203,145631,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:12.761212+00:00,204,146348,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:13.480691+00:00,205,147064,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:14.192657+00:00,206,147782,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,3
2026-09-14T20:11:14.912707+00:00,207,148499,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:15.633839+00:00,208,149217,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:16.345215+00:00,209,149934,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:17.064039+00:00,210,150651,128x,300ms,25,64,1,0,0,0,0,0,0,0,0,0,0
2026-09-14T20:11:17.776749+00:00,211,151369,128x,300ms,25,64,0,0,0,0,0,0,0,0,0,0,1
2026-09-14T20:11:18.496190+00:00,212,152086,128x,300ms,25,64,0,0,0,0,0,0,0,0,0,0,1
2026-09-14T20:11:19.211039+00:00,213,152803,128x,300ms,25,64,0,0,0,0,0,0,0,0,0,0,1
2026-09-14T20:11:19.928919+00:00,214,153520,128x,300ms,25,64,0,0,0,0,0,0,0,0,0,0,1
2026-09-14T20:11:20.648981+00:00,215,154237,128x,300ms,25,64,0,0,0,0,0,0,0,0,0,0,1
2026-09-14T20:11:21.368377+00:00,216,154954,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:22.080068+00:00,217,155671,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:22.800074+00:00,218,156389,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,3
2026-09-14T20:11:23.511878+00:00,219,157107,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:24.232886+00:00,220,157824,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:24.945091+00:00,221,158541,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:25.664176+00:00,222,159258,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,3
2026-09-14T20:11:26.384813+00:00,223,159975,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:27.096710+00:00,224,160692,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,3
2026-09-14T20:11:27.815934+00:00,225,161409,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:28.536951+00:00,226,162125,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:29.247925+00:00,227,162843,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:29.968507+00:00,228,163560,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,3
2026-09-14T20:11:30.680830+00:00,229,164278,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,3
2026-09-14T20:11:31.400705+00:00,230,164995,128x,300ms,25,64,1,0,0,0,0,1,0,0,0,0,2
2026-09-14T20:11:32.120845+00:00,231,165712,128x,300ms,25,64,0,0,0,0,0,1,0,0,0,0,2
