received_at,sequence,millis,gain,integration_time,pwm_percent,pwm_raw,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-15T00:12:04.465663+00:00,439,318131,256x,300ms,15,38,0,13,199,138,49,61,73,51,24,2,305
2026-09-15T00:12:05.186579+00:00,440,318851,256x,300ms,15,38,0,257,6732,4445,405,941,940,1166,2098,342,44928
2026-09-15T00:12:05.914286+00:00,441,319576,256x,300ms,15,38,0,5215,65535,65535,5606,4581,4287,5865,11206,1856,65535
2026-09-15T00:12:06.641879+00:00,442,320302,256x,300ms,15,38,0,7244,65535,65535,7758,4771,4478,6120,11714,1948,65535
2026-09-15T00:12:07.370362+00:00,443,321028,256x,300ms,15,38,0,7269,65535,65535,7782,4790,4491,6142,11752,1959,65535
2026-09-15T00:12:08.098206+00:00,444,321754,256x,300ms,15,38,1,7328,65535,65535,7852,4942,4638,6341,12136,2014,65535
2026-09-15T00:12:08.826494+00:00,445,322481,256x,300ms,15,38,1,7532,65535,65535,8077,4914,4611,6305,12071,2008,65535
2026-09-15T00:12:09.553921+00:00,446,323209,256x,300ms,15,38,1,7474,65535,65535,8016,4914,4617,6307,12075,2010,65535
2026-09-15T00:12:10.273904+00:00,447,323936,256x,300ms,15,38,1,7503,65535,65535,8047,4917,4616,6304,12078,2006,65535
2026-09-15T00:12:11.003077+00:00,448,324663,256x,300ms,15,38,1,7504,65535,65535,8052,4916,4616,6307,12082,2008,65535
2026-09-15T00:12:11.731163+00:00,449,325391,256x,300ms,15,38,0,7503,65535,65535,8051,4915,4612,6305,12080,2010,65535
2026-09-15T00:12:12.458671+00:00,450,326117,256x,300ms,15,38,0,7473,65535,65535,8015,4917,4615,6308,12079,2008,65535
2026-09-15T00:12:13.178158+00:00,451,326843,256x,300ms,15,38,0,7507,65535,65535,8050,4918,4618,6308,12074,2008,65535
2026-09-15T00:12:13.906663+00:00,452,327570,256x,300ms,15,38,0,7503,65535,65535,8047,4913,4613,6301,12062,2008,65535
2026-09-15T00:12:14.633514+00:00,453,328296,256x,300ms,15,38,0,7463,65535,65535,8005,4893,4591,6276,12021,1998,65535
2026-09-15T00:12:15.362204+00:00,454,329023,256x,300ms,15,38,1,7457,65535,65535,8014,4864,4566,6241,11958,1987,65535
2026-09-15T00:12:16.082196+00:00,455,329750,256x,300ms,15,38,1,7428,65535,65535,7977,4886,4589,6271,12010,1998,65535
2026-09-15T00:12:17.491056+00:00,456,330477,256x,300ms,15,38,1,4053,61266,59638,4369,107,131,126,188,30,4089
2026-09-15T00:12:18.210270+00:00,457,331201,256x,300ms,15,38,1,18,87,93,83,76,152,77,34,8,347
2026-09-15T00:12:18.929935+00:00,458,331922,256x,300ms,15,38,1,2,49,41,15,21,56,36,15,0,126
2026-09-15T00:12:19.658113+00:00,459,332642,256x,300ms,15,38,0,9,36,47,53,80,152,73,31,8,340
2026-09-15T00:12:19.689949+00:00,460,333362,256x,300ms,15,38,0,6,53,51,36,174,165,223,407,66,9291
2026-09-15T00:12:20.418609+00:00,461,334082,256x,300ms,15,38,0,3475,65535,64496,3759,4272,4007,5480,10508,1720,65535
2026-09-15T00:12:21.145485+00:00,462,334809,256x,300ms,15,38,0,6845,65535,65535,7366,4506,4230,5786,11079,1818,65535
2026-09-15T00:12:21.865548+00:00,463,335535,256x,300ms,15,38,0,6778,65535,65535,7299,4137,3874,5310,10152,1690,65535
2026-09-15T00:12:22.594578+00:00,464,336261,256x,300ms,15,38,1,5826,65535,65535,6258,3681,3452,4717,9046,1492,65535
2026-09-15T00:12:23.322618+00:00,465,336988,256x,300ms,15,38,1,5358,65535,65535,5739,3515,3300,4511,8651,1418,65535
2026-09-15T00:12:24.049640+00:00,466,337714,256x,300ms,15,38,1,5377,65535,65535,5756,3517,3303,4512,8652,1414,65535
2026-09-15T00:12:24.778574+00:00,467,338441,256x,300ms,15,38,1,5380,65535,65535,5762,3517,3302,4512,8655,1418,65535
2026-09-15T00:12:25.506248+00:00,468,339168,256x,300ms,15,38,1,5380,65535,65535,5756,3519,3302,4512,8656,1418,65535
2026-09-15T00:12:26.226403+00:00,469,339895,256x,300ms,15,38,0,5361,65535,65535,5740,3515,3302,4513,8658,1416,65535
2026-09-15T00:12:26.955118+00:00,470,340621,256x,300ms,15,38,0,5362,65535,65535,5742,3519,3302,4515,8657,1418,65535
2026-09-15T00:12:27.678846+00:00,471,341347,256x,300ms,15,38,0,5385,65535,65535,5762,3520,3305,4516,8663,1418,65535
2026-09-15T00:12:28.407786+00:00,472,342074,256x,300ms,15,38,0,5365,65535,65535,5740,3520,3301,4517,8657,1418,65535
2026-09-15T00:12:29.127888+00:00,473,342801,256x,300ms,15,38,0,5365,65535,65535,5740,3522,3306,4518,8664,1418,65535
2026-09-15T00:12:29.886399+00:00,474,343562,64x,300ms,15,38,1,1351,40748,25207,1439,887,834,1146,2172,361,49158
2026-09-15T00:12:30.615046+00:00,475,344287,64x,300ms,15,38,1,1351,40751,25208,1439,887,833,1145,2173,361,49163
2026-09-15T00:12:31.336583+00:00,476,345012,64x,300ms,15,38,1,1350,40756,25205,1439,887,833,1145,2173,361,49159
2026-09-15T00:12:32.063944+00:00,477,345737,64x,300ms,15,38,1,1350,40757,25201,1439,887,834,1145,2173,361,49171
2026-09-15T00:12:32.791338+00:00,478,346462,64x,300ms,15,38,1,1350,40755,25201,1439,887,834,1145,2172,361,49172
2026-09-15T00:12:34.232210+00:00,479,347222,32x,300ms,15,38,0,681,20605,12772,727,448,421,580,1098,183,24893
2026-09-15T00:12:34.964754+00:00,480,347945,32x,300ms,15,38,0,681,20607,12772,727,448,421,580,1098,183,24891
2026-09-15T00:12:34.995936+00:00,481,348670,32x,300ms,15,38,0,681,20607,12772,727,448,421,580,1098,183,24891
2026-09-15T00:12:35.715919+00:00,482,349393,32x,300ms,15,38,0,681,20604,12770,727,448,421,580,1098,183,24890
2026-09-15T00:12:37.156643+00:00,483,350153,16x,300ms,15,38,0,342,10355,6425,365,225,212,292,551,92,12517
2026-09-15T00:12:37.883907+00:00,484,350874,16x,300ms,15,38,1,341,10356,6425,365,225,212,292,551,92,12517
2026-09-15T00:12:38.605245+00:00,485,351596,16x,300ms,15,38,1,342,10357,6425,365,225,212,292,551,92,12519
2026-09-15T00:12:39.328719+00:00,486,352317,16x,300ms,15,38,1,342,10357,6425,365,225,212,292,551,92,12518
2026-09-15T00:12:40.049353+00:00,487,353039,16x,300ms,15,38,1,342,10357,6425,365,225,212,292,551,92,12519
2026-09-15T00:12:40.769844+00:00,488,353763,16x,300ms,15,38,1,342,10357,6424,365,225,212,292,551,92,12518
2026-09-15T00:12:41.489511+00:00,489,354483,16x,300ms,15,38,0,342,10356,6424,365,225,212,292,552,92,12519
2026-09-15T00:12:42.209450+00:00,490,355207,16x,300ms,15,38,0,342,10357,6425,365,225,212,292,551,92,12519
2026-09-15T00:12:42.937579+00:00,491,355928,16x,300ms,15,38,0,341,10358,6426,365,225,212,292,552,92,12520
2026-09-15T00:12:43.657683+00:00,492,356651,16x,300ms,15,38,0,342,10359,6425,365,225,212,292,552,92,12520
2026-09-15T00:12:44.377158+00:00,493,357372,16x,300ms,15,38,0,342,10359,6425,365,225,212,292,552,92,12521
2026-09-15T00:12:45.097672+00:00,494,358094,16x,300ms,15,38,1,342,10360,6425,365,225,212,292,551,92,12521
2026-09-15T00:12:45.818318+00:00,495,358814,16x,300ms,15,38,1,342,10360,6426,365,225,212,292,551,92,12521
2026-09-15T00:12:46.538013+00:00,496,359536,16x,300ms,15,38,1,342,10360,6427,365,225,212,292,551,92,12520
2026-09-15T00:12:47.265332+00:00,497,360260,16x,300ms,15,38,1,341,10361,6426,365,225,212,292,551,92,12523
2026-09-15T00:12:47.985815+00:00,498,360982,16x,300ms,15,38,1,342,10361,6426,365,225,212,292,551,92,12524
2026-09-15T00:12:48.705655+00:00,499,361704,16x,300ms,15,38,0,342,10362,6426,365,225,212,292,551,92,12523
2026-09-15T00:12:49.426034+00:00,500,362425,16x,300ms,15,38,0,342,10362,6426,365,225,212,292,552,92,12524
2026-09-15T00:12:50.146012+00:00,501,363146,16x,300ms,15,38,0,342,10362,6426,365,225,211,292,552,92,12523
2026-09-15T00:12:50.873392+00:00,502,363868,16x,300ms,15,38,0,341,10363,6425,365,225,212,292,552,92,12525
2026-09-15T00:12:51.593492+00:00,503,364591,16x,300ms,15,38,0,342,10362,6425,365,225,212,292,552,92,12525
2026-09-15T00:12:52.316316+00:00,504,365312,16x,300ms,15,38,1,342,10363,6425,365,225,212,292,551,92,12525
2026-09-15T00:12:53.036213+00:00,505,366035,16x,300ms,15,38,1,341,10362,6426,365,225,212,292,552,92,12524
2026-09-15T00:12:53.756208+00:00,506,366757,16x,300ms,15,38,1,342,10365,6426,365,225,212,292,552,92,12524
2026-09-15T00:12:54.476994+00:00,507,367477,16x,300ms,15,38,1,342,10365,6425,365,225,212,292,552,92,12525
2026-09-15T00:12:55.196004+00:00,508,368200,16x,300ms,15,38,1,342,10365,6427,365,225,212,292,552,92,12524
2026-09-15T00:12:55.924567+00:00,509,368923,16x,300ms,15,38,0,342,10364,6426,365,225,212,292,552,92,12527
2026-09-15T00:12:56.644989+00:00,510,369644,16x,300ms,15,38,0,342,10365,6426,365,225,212,292,552,92,12528
2026-09-15T00:12:57.363703+00:00,511,370366,16x,300ms,15,38,0,342,10366,6426,365,225,212,292,552,92,12526
2026-09-15T00:12:58.084351+00:00,512,371090,16x,300ms,15,38,0,342,10367,6427,365,225,212,292,552,92,12528
2026-09-15T00:12:58.805111+00:00,513,371811,16x,300ms,15,38,0,342,10367,6425,365,225,212,292,552,92,12528
2026-09-15T00:12:59.524556+00:00,514,372533,16x,300ms,15,38,1,342,10367,6426,365,225,212,292,552,92,12527
2026-09-15T00:13:00.244546+00:00,515,373255,16x,300ms,15,38,1,342,10369,6427,365,176,167,228,429,72,9745
2026-09-15T00:13:00.957066+00:00,516,373977,16x,300ms,15,38,1,7,190,127,12,8,15,7,3,2,31
2026-09-15T00:13:01.676864+00:00,517,374693,16x,300ms,15,38,1,1,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:02.388600+00:00,518,375409,16x,300ms,15,38,1,1,3,5,6,8,15,8,4,2,31
2026-09-15T00:13:03.099955+00:00,519,376127,16x,300ms,15,38,0,2,4,5,6,8,15,8,4,2,33
2026-09-15T00:13:03.821192+00:00,520,376840,16x,300ms,15,38,0,1,5,6,6,8,15,8,3,2,31
2026-09-15T00:13:04.532498+00:00,521,377552,16x,300ms,15,38,0,2,3,5,6,8,15,8,3,1,32
2026-09-15T00:13:05.244519+00:00,522,378267,16x,300ms,15,38,0,2,3,5,6,8,15,8,4,1,31
2026-09-15T00:13:05.957029+00:00,523,378982,16x,300ms,15,38,0,1,3,5,6,8,15,8,3,2,31
2026-09-15T00:13:06.677268+00:00,524,379696,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,1,31
2026-09-15T00:13:07.389165+00:00,525,380410,16x,300ms,15,38,1,2,3,5,6,8,15,8,3,1,32
2026-09-15T00:13:08.108194+00:00,526,381126,16x,300ms,15,38,1,1,3,5,6,8,15,8,4,2,31
2026-09-15T00:13:08.820914+00:00,527,381844,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,2,31
2026-09-15T00:13:09.532307+00:00,528,382558,16x,300ms,15,38,1,1,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:10.252472+00:00,529,383273,16x,300ms,15,38,0,1,3,5,6,8,15,8,3,2,32
2026-09-15T00:13:10.964940+00:00,530,383988,16x,300ms,15,38,0,2,6,7,6,8,15,8,4,2,33
2026-09-15T00:13:11.676522+00:00,531,384704,16x,300ms,15,38,0,2,6,7,6,8,16,8,4,2,35
2026-09-15T00:13:12.397271+00:00,532,385419,16x,300ms,15,38,0,2,8,8,6,8,16,8,4,2,35
2026-09-15T00:13:13.108460+00:00,533,386134,16x,300ms,15,38,0,2,6,7,6,8,16,8,4,2,34
2026-09-15T00:13:13.828844+00:00,534,386848,16x,300ms,15,38,1,2,7,7,6,8,16,8,4,2,35
2026-09-15T00:13:14.541188+00:00,535,387562,16x,300ms,15,38,1,2,7,7,6,8,16,8,4,2,34
2026-09-15T00:13:15.252417+00:00,536,388278,16x,300ms,15,38,1,2,7,7,6,8,16,8,4,2,37
2026-09-15T00:13:15.964991+00:00,537,388992,16x,300ms,15,38,1,2,9,9,6,8,16,8,4,2,36
2026-09-15T00:13:16.685461+00:00,538,389706,16x,300ms,15,38,1,2,7,8,6,8,15,8,4,2,36
2026-09-15T00:13:17.397233+00:00,539,390423,16x,300ms,15,38,0,2,9,9,6,8,15,8,4,2,36
2026-09-15T00:13:18.116207+00:00,540,391140,16x,300ms,15,38,0,2,8,8,6,8,15,8,4,2,36
2026-09-15T00:13:18.828526+00:00,541,391855,16x,300ms,15,38,0,2,8,8,6,8,16,8,4,2,36
2026-09-15T00:13:19.541098+00:00,542,392570,16x,300ms,15,38,0,2,6,7,6,8,15,8,4,2,32
2026-09-15T00:13:20.253518+00:00,543,393284,16x,300ms,15,38,0,2,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:20.972389+00:00,544,393997,16x,300ms,15,38,1,2,3,5,6,8,15,8,3,2,31
2026-09-15T00:13:21.692371+00:00,545,394714,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,2,31
2026-09-15T00:13:22.405310+00:00,546,395429,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,2,31
2026-09-15T00:13:23.117285+00:00,547,396147,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,2,31
2026-09-15T00:13:23.836488+00:00,548,396862,16x,300ms,15,38,1,1,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:24.548613+00:00,549,397578,16x,300ms,15,38,0,1,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:25.268826+00:00,550,398295,16x,300ms,15,38,0,2,3,5,6,8,15,8,3,2,31
2026-09-15T00:13:25.980850+00:00,551,399010,16x,300ms,15,38,0,2,3,5,6,8,15,8,4,1,31
2026-09-15T00:13:26.692229+00:00,552,399726,16x,300ms,15,38,0,1,3,5,6,8,15,8,4,2,31
2026-09-15T00:13:27.412596+00:00,553,400440,16x,300ms,15,38,0,2,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:28.125036+00:00,554,401155,16x,300ms,15,38,1,1,3,5,6,8,15,8,4,1,32
2026-09-15T00:13:28.836906+00:00,555,401869,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:29.556333+00:00,556,402584,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,1,31
2026-09-15T00:13:30.268859+00:00,557,403300,16x,300ms,15,38,1,2,3,5,6,8,15,8,4,2,32
2026-09-15T00:13:30.981380+00:00,558,404016,16x,300ms,15,38,1,1,3,5,6,8,15,8,3,2,31
2026-09-15T00:13:31.701281+00:00,559,404729,16x,300ms,15,38,0,2,3,5,6,6,11,6,3,1,25
2026-09-15T00:13:32.420537+00:00,560,405444,16x,300ms,15,38,0,46,1410,906,54,10,10,12,19,4,446
2026-09-15T00:13:33.133372+00:00,561,406163,16x,300ms,15,38,0,9,284,188,12,14,14,17,30,5,665
2026-09-15T00:13:33.852750+00:00,562,406880,16x,300ms,15,38,0,28,851,560,34,4,5,4,6,1,116
2026-09-15T00:13:34.572540+00:00,563,407598,16x,300ms,15,38,0,1,7,6,3,4,7,4,2,1,18
2026-09-15T00:13:35.293461+00:00,564,408310,16x,300ms,15,38,1,3,84,57,5,94,90,124,229,36,4732
2026-09-15T00:13:36.012203+00:00,565,409029,16x,300ms,15,38,1,169,5137,3256,188,208,195,270,507,84,11159
2026-09-15T00:13:36.732606+00:00,566,409751,16x,300ms,15,38,1,379,11454,7140,406,250,236,326,615,104,14017
2026-09-15T00:13:37.453031+00:00,567,410473,16x,300ms,15,38,1,421,12758,7941,451,277,261,361,682,115,15365
2026-09-15T00:13:38.180625+00:00,568,411197,16x,300ms,15,38,1,415,12572,7831,445,264,248,344,648,110,14624
2026-09-15T00:13:38.900487+00:00,569,411918,16x,300ms,15,38,0,413,12505,7815,445,275,259,358,674,114,15164
2026-09-15T00:13:39.620632+00:00,570,412642,16x,300ms,15,38,0,417,12632,7882,448,278,262,362,683,115,15341
2026-09-15T00:13:40.340999+00:00,571,413364,16x,300ms,15,38,0,423,12836,8011,456,281,264,366,688,117,15458
2026-09-15T00:13:41.069281+00:00,572,414085,16x,300ms,15,38,0,428,12994,8099,460,283,265,367,692,117,15571
2026-09-15T00:13:41.789226+00:00,573,414808,16x,300ms,15,38,0,430,13028,8117,461,283,266,369,695,118,15643
2026-09-15T00:13:42.508040+00:00,574,415529,16x,300ms,15,38,1,431,13061,8134,462,283,266,369,695,118,15635
2026-09-15T00:13:43.228329+00:00,575,416253,16x,300ms,15,38,1,429,13006,8106,460,280,263,364,684,116,15386
2026-09-15T00:13:43.956755+00:00,576,416974,16x,300ms,15,38,1,425,12878,8032,457,281,264,365,688,116,15461
2026-09-15T00:13:44.669829+00:00,577,417697,16x,300ms,15,38,1,426,12929,8057,458,280,264,364,686,116,15414
2026-09-15T00:13:45.380760+00:00,578,418418,16x,300ms,15,38,1,412,12514,7811,444,166,156,215,405,68,9193
2026-09-15T00:13:46.101515+00:00,579,419138,16x,300ms,15,38,0,10,261,171,14,7,13,6,3,1,28
2026-09-15T00:13:46.814534+00:00,580,419854,16x,300ms,15,38,0,1,3,5,6,7,13,6,3,1,28
2026-09-15T00:13:47.524666+00:00,581,420567,16x,300ms,15,38,0,1,3,5,6,7,13,6,3,1,28
2026-09-15T00:13:48.244678+00:00,582,421281,16x,300ms,15,38,0,1,3,5,6,7,13,6,3,1,29
2026-09-15T00:13:48.957305+00:00,583,421996,16x,300ms,15,38,0,2,8,8,6,7,13,7,3,1,29
2026-09-15T00:13:49.669050+00:00,584,422709,16x,300ms,15,38,1,1,3,5,6,7,13,6,3,1,28
2026-09-15T00:13:50.381035+00:00,585,423422,16x,300ms,15,38,1,1,3,5,6,7,14,7,3,1,28
2026-09-15T00:13:51.101407+00:00,586,424137,16x,300ms,15,38,1,1,3,5,6,7,14,7,3,1,28
2026-09-15T00:13:51.813032+00:00,587,424854,16x,300ms,15,38,1,1,3,5,6,7,13,6,3,1,28
2026-09-15T00:13:52.524638+00:00,588,425570,16x,300ms,15,38,1,1,3,5,6,7,14,6,3,1,28
2026-09-15T00:13:53.236679+00:00,589,426284,16x,300ms,15,38,0,1,3,5,6,7,13,6,3,1,28
2026-09-15T00:13:53.948795+00:00,590,426997,16x,300ms,15,38,0,1,3,5,6,7,13,7,3,1,28
2026-09-15T00:13:54.669646+00:00,591,427710,16x,300ms,15,38,0,1,3,5,6,7,14,6,3,1,28
2026-09-15T00:13:55.381238+00:00,592,428424,16x,300ms,15,38,0,1,3,5,6,7,13,6,3,1,28
2026-09-15T00:13:56.101792+00:00,593,429139,16x,300ms,15,38,0,1,3,4,5,3,6,3,1,0,10
2026-09-15T00:13:56.813065+00:00,594,429854,16x,300ms,15,38,1,1,1,1,2,5,9,4,2,1,18
2026-09-15T00:13:57.524631+00:00,595,430569,16x,300ms,15,38,1,0,1,1,1,1,1,0,0,0,1
2026-09-15T00:13:58.244966+00:00,596,431285,16x,300ms,15,38,1,0,0,0,0,1,1,0,0,0,1
2026-09-15T00:13:58.964849+00:00,597,432000,16x,300ms,15,38,1,0,0,0,0,16,30,1,1,2,25
2026-09-15T00:13:59.684728+00:00,598,432716,16x,300ms,15,38,1,13,10,26,13,321,612,18,12,48,503
2026-09-15T00:14:00.397138+00:00,599,433437,16x,300ms,15,38,0,11,9,23,12,308,586,17,11,47,486
2026-09-15T00:14:01.117211+00:00,600,434154,16x,300ms,15,38,0,10,8,20,10,269,514,15,10,41,426
2026-09-15T00:14:01.837083+00:00,601,434873,16x,300ms,15,38,0,10,8,20,10,241,463,14,9,36,379
2026-09-15T00:14:02.557447+00:00,602,435590,16x,300ms,15,38,0,10,8,21,11,339,653,19,12,53,544
2026-09-15T00:14:03.268426+00:00,603,436307,16x,300ms,15,38,0,12,10,25,13,340,652,19,12,53,544
2026-09-15T00:14:03.989231+00:00,604,437025,16x,300ms,15,38,1,14,12,29,15,365,690,20,13,56,579
2026-09-15T00:14:04.709398+00:00,605,437743,16x,300ms,15,38,1,12,10,25,13,351,664,19,13,54,559
2026-09-15T00:14:05.428734+00:00,606,438464,16x,300ms,15,38,1,12,9,24,12,330,624,18,12,50,527
2026-09-15T00:14:06.141654+00:00,607,439183,16x,300ms,15,38,1,11,9,22,11,214,409,12,8,32,339
2026-09-15T00:14:06.861500+00:00,608,439902,16x,300ms,15,38,1,8,6,15,8,284,552,16,10,44,452
2026-09-15T00:14:07.572937+00:00,609,440619,16x,300ms,15,38,0,12,9,24,12,385,729,21,14,58,595
2026-09-15T00:14:08.293377+00:00,610,441336,16x,300ms,15,38,0,14,11,29,15,399,756,21,14,59,605
2026-09-15T00:14:09.012706+00:00,611,442054,16x,300ms,15,38,0,11,9,22,11,212,408,12,8,32,337
2026-09-15T00:14:09.732835+00:00,612,442771,16x,300ms,15,38,0,8,6,16,8,226,434,13,8,34,358
2026-09-15T00:14:10.445395+00:00,613,443489,16x,300ms,15,38,0,11,8,22,11,295,566,17,11,45,470
2026-09-15T00:14:11.165251+00:00,614,444207,16x,300ms,15,38,1,9,7,19,9,225,432,13,8,34,357
2026-09-15T00:14:11.891961+00:00,615,444925,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:12.597405+00:00,616,445643,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:13.317810+00:00,617,446361,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:14.029529+00:00,618,447078,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:14.749080+00:00,619,447796,16x,300ms,15,38,0,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:15.462008+00:00,620,448513,16x,300ms,15,38,0,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:16.182052+00:00,621,449228,16x,300ms,15,38,0,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:16.894000+00:00,622,449945,16x,300ms,15,38,0,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:17.613726+00:00,623,450660,16x,300ms,15,38,0,8,7,17,8,225,432,13,8,34,357
2026-09-15T00:14:18.334761+00:00,624,451377,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:19.046539+00:00,625,452094,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:19.762922+00:00,626,452811,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:20.482702+00:00,627,453529,16x,300ms,15,38,1,8,7,17,8,225,432,13,8,34,357
2026-09-15T00:14:21.202993+00:00,628,454247,16x,300ms,15,38,1,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:21.919504+00:00,629,454966,16x,300ms,15,38,0,8,7,17,8,225,432,13,8,34,357
2026-09-15T00:14:21.951499+00:00,630,455682,16x,300ms,15,38,0,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:22.664091+00:00,631,456400,16x,300ms,15,38,0,8,7,17,9,225,432,13,8,34,357
2026-09-15T00:14:24.112118+00:00,632,457152,32x,300ms,15,38,0,16,13,33,16,448,861,25,16,67,711
2026-09-15T00:14:24.830897+00:00,633,457871,32x,300ms,15,38,0,16,13,33,16,449,861,25,16,67,711
2026-09-15T00:14:24.863349+00:00,634,458591,32x,300ms,15,38,1,16,13,33,16,449,861,25,16,67,711
2026-09-15T00:14:25.593845+00:00,635,459311,32x,300ms,15,38,1,16,12,33,16,449,861,25,16,67,711
2026-09-15T00:14:27.026973+00:00,636,460066,64x,300ms,15,38,1,30,24,64,32,889,1706,49,30,132,1408
2026-09-15T00:14:27.747430+00:00,637,460788,64x,300ms,15,38,1,30,24,64,32,889,1707,49,30,132,1407
2026-09-15T00:14:28.466285+00:00,638,461510,64x,300ms,15,38,1,31,24,64,32,889,1707,49,30,132,1407
2026-09-15T00:14:29.187835+00:00,639,462232,64x,300ms,15,38,0,30,24,64,32,889,1707,49,30,132,1408
2026-09-15T00:14:29.907627+00:00,640,462952,64x,300ms,15,38,0,30,24,64,32,890,1707,49,30,132,1408
2026-09-15T00:14:30.627036+00:00,641,463673,64x,300ms,15,38,0,30,24,64,32,890,1707,49,30,132,1408
2026-09-15T00:14:31.351702+00:00,642,464394,64x,300ms,15,38,0,31,24,64,32,890,1707,49,30,132,1409
2026-09-15T00:14:32.075680+00:00,643,465114,64x,300ms,15,38,0,31,24,64,32,890,1708,49,30,132,1409
2026-09-15T00:14:32.795360+00:00,644,465833,64x,300ms,15,38,1,31,24,64,32,891,1709,49,30,132,1409
2026-09-15T00:14:33.514039+00:00,645,466555,64x,300ms,15,38,1,31,24,64,32,891,1709,49,30,132,1409
2026-09-15T00:14:34.235273+00:00,646,467278,64x,300ms,15,38,1,30,24,64,32,891,1709,49,30,132,1410
2026-09-15T00:14:34.955630+00:00,647,467999,64x,300ms,15,38,1,30,24,64,32,891,1710,49,30,132,1410
2026-09-15T00:14:35.674836+00:00,648,468721,64x,300ms,15,38,1,31,24,64,32,892,1710,49,30,132,1411
2026-09-15T00:14:36.395301+00:00,649,469443,64x,300ms,15,38,0,31,24,64,32,892,1709,49,30,132,1411
2026-09-15T00:14:37.114824+00:00,650,470163,64x,300ms,15,38,0,31,24,64,32,892,1710,49,31,132,1411
2026-09-15T00:14:37.834569+00:00,651,470884,64x,300ms,15,38,0,30,24,64,32,892,1710,49,30,132,1411
2026-09-15T00:14:38.555314+00:00,652,471604,64x,300ms,15,38,0,30,24,64,32,893,1711,49,30,132,1411
2026-09-15T00:14:39.275613+00:00,653,472324,64x,300ms,15,38,0,31,24,64,32,893,1711,49,30,132,1412
2026-09-15T00:14:39.995665+00:00,654,473044,64x,300ms,15,38,1,31,24,64,32,893,1711,49,30,133,1412
2026-09-15T00:14:40.716016+00:00,655,473766,64x,300ms,15,38,1,31,24,64,32,893,1712,49,31,132,1412
2026-09-15T00:14:41.444002+00:00,656,474487,64x,300ms,15,38,1,30,24,64,32,893,1711,49,31,133,1413
2026-09-15T00:14:42.163809+00:00,657,475208,64x,300ms,15,38,1,30,24,64,32,894,1712,49,31,133,1413
2026-09-15T00:14:42.882896+00:00,658,475930,64x,300ms,15,38,1,30,25,64,32,894,1712,49,31,132,1413
2026-09-15T00:14:43.594734+00:00,659,476651,64x,300ms,15,38,0,30,25,64,32,895,1712,49,30,133,1413
2026-09-15T00:14:44.316080+00:00,660,477372,64x,300ms,15,38,0,31,24,64,32,895,1713,49,31,132,1414
2026-09-15T00:14:45.043303+00:00,661,478092,64x,300ms,15,38,0,31,24,64,32,895,1714,49,30,133,1414
2026-09-15T00:14:45.763717+00:00,662,478812,64x,300ms,15,38,0,31,24,64,32,896,1713,49,30,133,1415
2026-09-15T00:14:46.483480+00:00,663,479533,64x,300ms,15,38,0,31,25,64,32,896,1713,49,30,133,1415
2026-09-15T00:14:47.203842+00:00,664,480252,64x,300ms,15,38,1,31,24,64,32,896,1714,49,31,133,1415
2026-09-15T00:14:47.923881+00:00,665,480973,64x,300ms,15,38,1,31,24,64,32,896,1715,49,30,133,1416
2026-09-15T00:14:48.643527+00:00,666,481695,64x,300ms,15,38,1,30,24,62,31,554,1063,32,20,81,866
2026-09-15T00:14:49.355580+00:00,667,482416,64x,300ms,15,38,1,4,11,16,20,28,54,25,11,4,116
2026-09-15T00:14:50.076161+00:00,668,483136,64x,300ms,15,38,1,4,12,17,21,28,54,25,11,4,116
