received_at,sequence,millis,gain,integration_time,pwm_percent,pwm_raw,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-15T00:15:42.915046+00:00,741,535980,16x,300ms,15,38,0,399,185,2085,21882,6461,993,650,557,691,22030
2026-09-15T00:15:43.635001+00:00,742,536702,16x,300ms,15,38,0,399,185,2085,21882,6461,993,650,557,691,22030
2026-09-15T00:15:44.363257+00:00,743,537427,16x,300ms,15,38,0,399,185,2085,21883,6461,993,650,557,691,22031
2026-09-15T00:15:45.082473+00:00,744,538152,16x,300ms,15,38,1,399,185,2085,21882,6461,993,650,557,691,22030
2026-09-15T00:15:45.802971+00:00,745,538875,16x,300ms,15,38,1,399,185,2085,21881,6460,993,650,557,691,22030
2026-09-15T00:15:46.523459+00:00,746,539596,16x,300ms,15,38,1,399,185,2085,21880,6459,993,650,557,691,22025
2026-09-15T00:15:47.251730+00:00,747,540319,16x,300ms,15,38,1,399,185,2085,21878,6459,993,650,557,691,22026
2026-09-15T00:15:47.971581+00:00,748,541041,16x,300ms,15,38,1,399,185,2085,21878,6460,993,650,557,691,22028
