received_at,sequence,millis,gain,integration_time,pwm_percent,pwm_raw,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-14T22:21:04.108342+00:00,1142,705063,64x,200ms,20,51,0,1002,463,5915,56110,15258,2377,1616,1419,1658,52963
2026-09-14T22:21:04.628781+00:00,1143,705588,64x,200ms,20,51,0,1002,462,5914,56110,15258,2376,1615,1419,1657,52974
2026-09-14T22:21:05.148216+00:00,1144,706112,64x,200ms,20,51,0,1002,463,5915,56121,15257,2376,1616,1419,1658,52960
2026-09-14T22:21:05.676484+00:00,1145,706635,64x,200ms,20,51,1,1002,462,5915,56117,15254,2376,1615,1419,1658,52955
2026-09-14T22:21:06.196615+00:00,1146,707160,64x,200ms,20,51,1,1002,463,5915,56121,15253,2376,1616,1419,1658,52964
2026-09-14T22:21:06.724562+00:00,1147,707684,64x,200ms,20,51,1,1002,463,5915,56132,15255,2376,1615,1419,1658,52957
2026-09-14T22:21:07.252481+00:00,1148,708208,64x,200ms,20,51,1,1002,463,5915,56128,15254,2376,1616,1419,1658,52947
2026-09-14T22:21:07.771601+00:00,1149,708731,64x,200ms,20,51,1,1002,463,5916,56126,15251,2376,1615,1418,1658,52949
2026-09-14T22:21:08.299955+00:00,1150,709256,64x,200ms,20,51,1,1002,463,5914,56123,15253,2376,1615,1419,1658,52952
2026-09-14T22:21:08.820147+00:00,1151,709780,64x,200ms,20,51,0,1001,463,5912,56112,15253,2375,1615,1419,1657,52955
2026-09-14T22:21:09.348486+00:00,1152,710304,64x,200ms,20,51,0,1002,463,5912,56105,15250,2375,1615,1419,1658,52948
2026-09-14T22:21:09.868396+00:00,1153,710829,64x,200ms,20,51,0,1002,462,5913,56115,15253,2376,1615,1419,1658,52967
2026-09-14T22:21:10.387660+00:00,1154,711353,64x,200ms,20,51,0,1002,463,5913,56113,15250,2376,1615,1419,1658,52968
2026-09-14T22:21:10.916307+00:00,1155,711876,64x,200ms,20,51,0,1002,463,5913,56116,15253,2376,1616,1419,1658,52965
2026-09-14T22:21:11.436503+00:00,1156,712400,64x,200ms,20,51,0,1002,463,5914,56117,15252,2376,1615,1419,1658,52942
2026-09-14T22:21:11.963148+00:00,1157,712925,64x,200ms,20,51,1,1002,463,5915,56128,15251,2376,1615,1419,1658,52946
2026-09-14T22:21:12.484630+00:00,1158,713449,64x,200ms,20,51,1,1002,463,5915,56126,15251,2376,1615,1419,1658,52947
2026-09-14T22:21:13.011933+00:00,1159,713972,64x,200ms,20,51,1,1002,463,5915,56128,15255,2376,1615,1419,1658,52960
2026-09-14T22:21:13.540470+00:00,1160,714497,64x,200ms,20,51,1,1002,463,5916,56133,15252,2375,1615,1419,1658,52954
2026-09-14T22:21:14.059960+00:00,1161,715021,64x,200ms,20,51,1,1002,463,5914,56129,15255,2376,1616,1419,1658,52965
2026-09-14T22:21:14.579957+00:00,1162,715545,64x,200ms,20,51,1,1002,463,5914,56130,15253,2375,1615,1419,1659,52971
2026-09-14T22:21:15.108263+00:00,1163,716068,64x,200ms,20,51,0,1002,462,5912,56119,15247,2375,1615,1419,1658,52959
2026-09-14T22:21:15.628672+00:00,1164,716593,64x,200ms,20,51,0,1002,462,5913,56124,15243,2375,1615,1419,1657,52934
2026-09-14T22:21:16.156125+00:00,1165,717117,64x,200ms,20,51,0,1002,462,5914,56137,15245,2374,1614,1418,1657,52945
2026-09-14T22:21:16.675752+00:00,1166,717640,64x,200ms,20,51,0,1002,462,5914,56133,15245,2374,1615,1419,1658,52948
2026-09-14T22:21:17.204412+00:00,1167,718164,64x,200ms,20,51,0,1001,462,5911,56127,15246,2374,1614,1419,1657,52938
2026-09-14T22:21:17.724711+00:00,1168,718689,64x,200ms,20,51,0,1001,462,5910,56104,15244,2374,1614,1419,1657,52952
2026-09-14T22:21:18.244910+00:00,1169,719212,64x,200ms,20,51,1,1001,462,5911,56118,15244,2374,1615,1419,1658,52948
2026-09-14T22:21:18.772087+00:00,1170,719736,64x,200ms,20,51,1,1001,462,5911,56113,15244,2374,1615,1419,1657,52942
2026-09-14T22:21:19.300205+00:00,1171,720261,64x,200ms,20,51,1,1002,462,5913,56129,15239,2374,1615,1418,1658,52939
2026-09-14T22:21:19.820024+00:00,1172,720785,64x,200ms,20,51,1,1002,462,5914,56147,15242,2374,1615,1418,1657,52944
2026-09-14T22:21:20.347934+00:00,1173,721308,64x,200ms,20,51,1,1001,463,5911,56146,15246,2374,1615,1419,1658,52936
2026-09-14T22:21:20.868541+00:00,1174,721832,64x,200ms,20,51,1,1001,462,5911,56125,15243,2374,1615,1419,1658,52944
2026-09-14T22:21:21.396160+00:00,1175,722357,64x,200ms,20,51,0,1001,462,5910,56127,15243,2374,1615,1418,1657,52948
2026-09-14T22:21:21.917000+00:00,1176,722880,64x,200ms,20,51,0,1002,462,5908,56131,15242,2373,1615,1419,1658,52941
2026-09-14T22:21:22.436959+00:00,1177,723404,64x,200ms,20,51,0,1002,462,5911,56122,15238,2374,1614,1419,1657,52947
2026-09-14T22:21:22.963377+00:00,1178,723929,64x,200ms,20,51,0,1001,462,5911,56129,15238,2373,1615,1419,1658,52946
2026-09-14T22:21:23.484428+00:00,1179,724452,64x,200ms,20,51,0,1002,462,5912,56142,15234,2373,1614,1419,1657,52937
2026-09-14T22:21:24.012354+00:00,1180,724976,64x,200ms,20,51,0,1001,462,5912,56131,15239,2373,1614,1418,1658,52942
2026-09-14T22:21:24.531557+00:00,1181,725500,64x,200ms,20,51,1,1001,462,5910,56122,15240,2373,1614,1419,1658,52965
2026-09-14T22:21:25.060167+00:00,1182,726025,64x,200ms,20,51,1,1001,462,5909,56137,15241,2373,1614,1419,1658,52954
2026-09-14T22:21:25.579437+00:00,1183,726548,64x,200ms,20,51,1,1002,462,5910,56134,15235,2373,1614,1418,1658,52949
2026-09-14T22:21:26.100436+00:00,1184,727072,64x,200ms,20,51,1,1001,462,5909,56139,15238,2373,1615,1419,1658,52950
2026-09-14T22:21:26.628948+00:00,1185,727597,64x,200ms,20,51,1,1001,462,5909,56122,15238,2373,1614,1419,1658,52945
2026-09-14T22:21:27.155911+00:00,1186,728121,64x,200ms,20,51,1,1001,462,5911,56155,15239,2373,1614,1420,1658,52951
2026-09-14T22:21:27.676681+00:00,1187,728645,64x,200ms,20,51,0,1001,462,5912,56152,15237,2373,1614,1419,1658,52942
2026-09-14T22:21:28.204399+00:00,1188,729168,64x,200ms,20,51,0,1002,462,5912,56152,15236,2372,1614,1419,1658,52942
2026-09-14T22:21:28.724515+00:00,1189,729693,64x,200ms,20,51,0,1002,462,5911,56151,15235,2373,1615,1419,1658,52973
2026-09-14T22:21:29.252711+00:00,1190,730217,64x,200ms,20,51,0,1002,462,5911,56153,15239,2373,1615,1419,1658,52963
2026-09-14T22:21:29.772026+00:00,1191,730740,64x,200ms,20,51,0,1001,462,5911,56140,15236,2373,1614,1419,1658,52967
2026-09-14T22:21:30.291883+00:00,1192,731265,64x,200ms,20,51,0,1002,462,5910,56158,15238,2373,1615,1419,1659,52962
2026-09-14T22:21:30.819860+00:00,1193,731789,64x,200ms,20,51,1,1001,462,5910,56147,15236,2372,1614,1419,1657,52953
2026-09-14T22:21:31.339598+00:00,1194,732313,64x,200ms,20,51,1,1002,462,5911,56156,15239,2373,1614,1419,1658,52959
2026-09-14T22:21:31.868926+00:00,1195,732836,64x,200ms,20,51,1,1001,462,5913,56171,15235,2372,1615,1419,1658,52964
2026-09-14T22:21:32.388121+00:00,1196,733361,64x,200ms,20,51,1,1002,462,5912,56159,15234,2373,1614,1419,1659,52973
2026-09-14T22:21:32.915841+00:00,1197,733885,64x,200ms,20,51,1,1002,462,5912,56164,15239,2373,1615,1420,1658,52975
2026-09-14T22:21:33.436241+00:00,1198,734409,64x,200ms,20,51,1,1001,462,5912,56162,15236,2372,1614,1419,1658,52969
2026-09-14T22:21:33.964498+00:00,1199,734934,64x,200ms,20,51,0,1001,462,5911,56148,15238,2372,1615,1419,1658,52976
2026-09-14T22:21:34.483399+00:00,1200,735457,64x,200ms,20,51,0,1002,462,5910,56156,15237,2373,1615,1419,1659,52988
2026-09-14T22:21:35.012137+00:00,1201,735981,64x,200ms,20,51,0,1001,462,5911,56156,15234,2372,1614,1419,1658,52962
2026-09-14T22:21:35.532613+00:00,1202,736505,64x,200ms,20,51,0,1001,462,5911,56160,15228,2372,1614,1419,1658,52959
2026-09-14T22:21:36.060196+00:00,1203,737029,64x,200ms,20,51,0,1002,462,5912,56168,15230,2372,1614,1419,1658,52953
2026-09-14T22:21:36.580902+00:00,1204,737553,64x,200ms,20,51,0,1001,462,5912,56173,15232,2372,1614,1419,1658,52967
2026-09-14T22:21:37.108767+00:00,1205,738077,64x,200ms,20,51,1,1002,462,5911,56169,15233,2372,1614,1419,1658,52978
2026-09-14T22:21:37.628967+00:00,1206,738601,64x,200ms,20,51,1,1001,462,5910,56170,15230,2373,1615,1420,1658,52965
2026-09-14T22:21:38.156852+00:00,1207,739126,64x,200ms,20,51,1,1002,462,5913,56167,15238,2373,1615,1420,1659,52997
2026-09-14T22:21:38.677296+00:00,1208,739650,64x,200ms,20,51,1,1002,462,5914,56187,15233,2372,1615,1420,1659,52979
2026-09-14T22:21:39.204716+00:00,1209,740173,64x,200ms,20,51,1,1002,462,5912,56182,15235,2373,1615,1420,1659,52996
2026-09-14T22:21:39.725203+00:00,1210,740699,64x,200ms,20,51,1,1002,462,5914,56192,14734,2295,1562,1373,1604,51261
2026-09-14T22:21:40.244968+00:00,1211,741222,64x,200ms,20,51,0,996,460,5882,55887,15239,2372,1616,1420,1659,53002
2026-09-14T22:21:41.252869+00:00,1212,741746,64x,200ms,20,51,0,1002,462,5910,56169,6044,961,643,561,644,17960
2026-09-14T22:21:41.765738+00:00,1213,742269,64x,200ms,20,51,0,253,118,1513,14023,1659,262,177,156,183,5872
2026-09-14T22:21:42.285730+00:00,1214,742792,64x,200ms,20,51,0,0,0,2,24,16,6,3,2,1,42
2026-09-14T22:21:42.797424+00:00,1215,743307,64x,200ms,20,51,0,0,0,0,1,2,4,2,1,0,9
2026-09-14T22:21:43.308661+00:00,1216,743821,64x,200ms,20,51,0,0,0,1,2,3,6,3,1,0,15
2026-09-14T22:21:43.829039+00:00,1217,744335,64x,200ms,20,51,1,0,1,1,2,7,13,7,3,1,29
2026-09-14T22:21:44.341966+00:00,1218,744851,64x,200ms,20,51,1,0,1,2,3,4,8,4,2,0,17
2026-09-14T22:21:44.853080+00:00,1219,745365,64x,200ms,20,51,1,0,2,2,4,2,4,2,1,0,10
2026-09-14T22:21:45.372974+00:00,1220,745880,64x,200ms,20,51,1,0,0,0,1,2,3,2,1,0,9
2026-09-14T22:21:45.885589+00:00,1221,746394,64x,200ms,20,51,1,0,1,2,5,6,10,5,3,1,24
2026-09-14T22:21:46.404819+00:00,1222,746910,64x,200ms,20,51,1,0,2,4,5,5,11,6,3,1,25
2026-09-14T22:21:46.917865+00:00,1223,747425,64x,200ms,20,51,0,0,2,3,4,8,14,7,4,2,34
2026-09-14T22:21:47.429023+00:00,1224,747939,64x,200ms,20,51,0,1,2,4,5,7,14,7,4,1,33
2026-09-14T22:21:47.941132+00:00,1225,748453,64x,200ms,20,51,0,1,3,4,5,8,15,8,4,2,36
2026-09-14T22:21:48.452932+00:00,1226,748968,64x,200ms,20,51,0,1,3,4,6,8,15,8,4,2,36
2026-09-14T22:21:48.973054+00:00,1227,749481,64x,200ms,20,51,0,1,3,4,6,7,14,7,4,2,33
2026-09-14T22:21:49.485726+00:00,1228,749997,64x,200ms,20,51,0,0,1,2,3,3,6,3,1,0,11
2026-09-14T22:21:50.004816+00:00,1229,750511,64x,200ms,20,51,1,0,0,0,0,3,6,0,0,0,5
2026-09-14T22:21:50.525140+00:00,1230,751025,64x,200ms,20,51,1,0,0,0,0,115,230,7,4,18,198
2026-09-14T22:21:51.044887+00:00,1231,751542,64x,200ms,20,51,1,11,9,24,12,251,476,14,9,34,371
2026-09-14T22:21:51.556973+00:00,1232,752060,64x,200ms,20,51,1,38,30,79,41,987,1847,53,34,148,1535
2026-09-14T22:21:52.077640+00:00,1233,752579,64x,200ms,20,51,1,32,25,66,35,947,1785,52,33,143,1486
2026-09-14T22:21:52.596468+00:00,1234,753099,64x,200ms,20,51,1,33,26,67,36,937,1765,51,32,142,1477
2026-09-14T22:21:53.117100+00:00,1235,753618,64x,200ms,20,51,0,32,25,66,35,931,1758,51,32,141,1470
2026-09-14T22:21:53.634139+00:00,1236,754138,64x,200ms,20,51,0,32,25,66,35,930,1757,51,32,141,1468
2026-09-14T22:21:54.154116+00:00,1237,754656,64x,200ms,20,51,0,32,25,66,35,928,1755,51,32,141,1467
2026-09-14T22:21:54.674130+00:00,1238,755175,64x,200ms,20,51,0,32,25,66,35,927,1754,51,32,140,1466
2026-09-14T22:21:55.188833+00:00,1239,755693,64x,200ms,20,51,0,32,25,66,35,925,1753,51,32,140,1465
2026-09-14T22:21:55.708533+00:00,1240,756211,64x,200ms,20,51,0,32,25,66,35,925,1752,51,32,140,1463
2026-09-14T22:21:56.228930+00:00,1241,756730,64x,200ms,20,51,1,32,25,66,35,924,1751,51,32,140,1463
2026-09-14T22:21:56.749080+00:00,1242,757250,64x,200ms,20,51,1,32,25,66,35,923,1750,51,32,140,1461
2026-09-14T22:21:57.269066+00:00,1243,757770,64x,200ms,20,51,1,32,25,66,35,922,1749,51,32,140,1461
2026-09-14T22:21:57.788090+00:00,1244,758289,64x,200ms,20,51,1,32,25,66,35,922,1749,51,32,140,1461
2026-09-14T22:21:58.308500+00:00,1245,758809,64x,200ms,20,51,1,32,25,66,35,921,1747,51,32,140,1460
2026-09-14T22:21:58.827283+00:00,1246,759328,64x,200ms,20,51,1,32,25,66,35,920,1747,51,32,139,1458
2026-09-14T22:21:59.340909+00:00,1247,759848,64x,200ms,20,51,0,32,25,66,35,920,1746,51,32,139,1458
2026-09-14T22:21:59.861087+00:00,1248,760367,64x,200ms,20,51,0,32,25,66,35,919,1746,51,32,139,1458
2026-09-14T22:22:00.381111+00:00,1249,760885,64x,200ms,20,51,0,32,25,66,35,919,1746,51,32,139,1458
2026-09-14T22:22:00.900705+00:00,1250,761404,64x,200ms,20,51,0,32,25,66,35,918,1745,51,32,139,1457
2026-09-14T22:22:01.412243+00:00,1251,761922,64x,200ms,20,51,0,32,25,66,35,918,1745,51,32,139,1456
2026-09-14T22:22:01.932358+00:00,1252,762440,64x,200ms,20,51,0,32,25,66,35,918,1744,51,32,139,1456
2026-09-14T22:22:02.452690+00:00,1253,762958,64x,200ms,20,51,1,32,25,66,35,917,1744,51,32,139,1456
2026-09-14T22:22:02.971411+00:00,1254,763479,64x,200ms,20,51,1,32,25,65,35,917,1744,51,32,139,1455
2026-09-14T22:22:03.492997+00:00,1255,763999,64x,200ms,20,51,1,32,25,66,35,916,1743,51,32,139,1455
2026-09-14T22:22:04.012236+00:00,1256,764518,64x,200ms,20,51,1,32,25,66,35,916,1743,51,32,139,1455
2026-09-14T22:22:04.539328+00:00,1257,765038,64x,200ms,20,51,1,32,25,66,35,916,1743,51,32,139,1454
2026-09-14T22:22:05.051795+00:00,1258,765557,64x,200ms,20,51,1,32,25,66,35,916,1743,51,32,139,1454
2026-09-14T22:22:05.564535+00:00,1259,766077,64x,200ms,20,51,0,32,25,66,35,916,1742,51,32,139,1454
2026-09-14T22:22:06.085526+00:00,1260,766596,64x,200ms,20,51,0,32,25,65,35,915,1742,51,32,139,1454
2026-09-14T22:22:06.604730+00:00,1261,767114,64x,200ms,20,51,0,32,25,66,35,916,1742,51,32,139,1454
2026-09-14T22:22:07.124716+00:00,1262,767633,64x,200ms,20,51,0,32,25,66,35,915,1742,51,32,139,1454
2026-09-14T22:22:07.637526+00:00,1263,768151,64x,200ms,20,51,0,32,25,66,35,915,1741,51,32,139,1453
2026-09-14T22:22:08.157136+00:00,1264,768669,64x,200ms,20,51,0,32,25,66,34,915,1741,51,32,139,1453
2026-09-14T22:22:08.678141+00:00,1265,769187,64x,200ms,20,51,1,32,25,66,35,914,1741,51,32,139,1453
2026-09-14T22:22:09.198286+00:00,1266,769708,64x,200ms,20,51,1,32,25,65,35,914,1741,51,32,139,1453
2026-09-14T22:22:09.719421+00:00,1267,770227,64x,200ms,20,51,1,32,25,66,35,915,1741,51,32,139,1454
2026-09-14T22:22:10.239954+00:00,1268,770746,64x,200ms,20,51,1,32,25,66,35,914,1741,51,32,139,1452
2026-09-14T22:22:10.760012+00:00,1269,771266,64x,200ms,20,51,1,32,25,66,35,914,1741,51,32,139,1452
2026-09-14T22:22:11.271426+00:00,1270,771785,64x,200ms,20,51,1,32,25,66,35,914,1742,51,32,139,1453
2026-09-14T22:22:11.792099+00:00,1271,772305,64x,200ms,20,51,0,32,25,66,35,914,1741,51,32,139,1453
2026-09-14T22:22:12.312191+00:00,1272,772824,64x,200ms,20,51,0,32,25,65,35,914,1742,51,32,139,1454
2026-09-14T22:22:12.831609+00:00,1273,773342,64x,200ms,20,51,0,32,25,66,34,914,1742,51,32,138,1453
2026-09-14T22:22:13.343943+00:00,1274,773860,64x,200ms,20,51,0,32,25,66,35,914,1742,51,32,139,1453
2026-09-14T22:22:13.863026+00:00,1275,774379,64x,200ms,20,51,0,32,25,65,35,914,1741,51,32,139,1453
2026-09-14T22:22:14.384667+00:00,1276,774897,64x,200ms,20,51,0,32,25,66,35,914,1741,51,32,139,1452
2026-09-14T22:22:14.903924+00:00,1277,775415,64x,200ms,20,51,1,32,25,66,35,913,1741,51,32,139,1452
2026-09-14T22:22:15.424798+00:00,1278,775936,64x,200ms,20,51,1,32,25,66,35,913,1742,51,32,139,1453
2026-09-14T22:22:15.944989+00:00,1279,776455,64x,200ms,20,51,1,32,25,66,34,914,1741,51,32,138,1452
2026-09-14T22:22:16.464140+00:00,1280,776975,64x,200ms,20,51,1,32,25,66,35,914,1740,51,32,138,1452
2026-09-14T22:22:16.984452+00:00,1281,777494,64x,200ms,20,51,1,32,25,66,35,913,1740,51,32,138,1452
2026-09-14T22:22:17.495890+00:00,1282,778014,64x,200ms,20,51,1,32,25,66,35,913,1741,51,32,139,1452
2026-09-14T22:22:18.024541+00:00,1283,778533,64x,200ms,20,51,0,32,25,66,34,913,1741,51,32,138,1453
2026-09-14T22:22:18.536841+00:00,1284,779052,64x,200ms,20,51,0,32,25,66,35,914,1742,51,32,139,1453
2026-09-14T22:22:19.056365+00:00,1285,779571,64x,200ms,20,51,0,32,25,66,35,914,1742,51,32,139,1453
2026-09-14T22:22:19.568793+00:00,1286,780089,64x,200ms,20,51,0,32,25,66,35,914,1741,51,32,138,1452
2026-09-14T22:22:20.095873+00:00,1287,780607,64x,200ms,20,51,0,32,25,66,35,913,1739,51,32,139,1451
2026-09-14T22:22:20.616342+00:00,1288,781125,64x,200ms,20,51,0,32,25,66,35,914,1740,51,32,139,1452
2026-09-14T22:22:21.127575+00:00,1289,781643,64x,200ms,20,51,1,32,25,65,34,903,1718,51,31,137,1437
2026-09-14T22:22:21.648074+00:00,1290,782163,64x,200ms,20,51,1,31,25,65,34,902,1717,50,32,137,1436
2026-09-14T22:22:22.168601+00:00,1291,782683,64x,200ms,20,51,1,32,25,65,34,902,1716,51,32,137,1436
2026-09-14T22:22:22.687986+00:00,1292,783202,64x,200ms,20,51,1,31,25,65,34,901,1715,51,31,137,1435
2026-09-14T22:22:23.207979+00:00,1293,783721,64x,200ms,20,51,1,31,25,65,34,902,1716,51,31,137,1436
2026-09-14T22:22:23.728485+00:00,1294,784241,64x,200ms,20,51,1,31,25,65,34,901,1715,51,31,136,1435
2026-09-14T22:22:24.240930+00:00,1295,784760,64x,200ms,20,51,0,31,25,65,34,901,1716,51,31,136,1436
2026-09-14T22:22:24.760119+00:00,1296,785278,64x,200ms,20,51,0,31,25,65,34,901,1716,50,31,136,1435
2026-09-14T22:22:25.280703+00:00,1297,785797,64x,200ms,20,51,0,31,25,65,34,901,1715,51,31,136,1435
2026-09-14T22:22:25.800595+00:00,1298,786315,64x,200ms,20,51,0,31,25,65,34,901,1715,50,31,136,1435
2026-09-14T22:22:26.312122+00:00,1299,786833,64x,200ms,20,51,0,31,25,65,34,901,1715,50,31,136,1435
2026-09-14T22:22:26.832292+00:00,1300,787352,64x,200ms,20,51,0,31,25,65,34,901,1715,50,31,136,1434
2026-09-14T22:22:27.351759+00:00,1301,787870,64x,200ms,20,51,1,31,25,65,34,901,1715,50,31,136,1435
2026-09-14T22:22:27.872568+00:00,1302,788389,64x,200ms,20,51,1,31,25,65,34,900,1714,50,31,136,1434
2026-09-14T22:22:28.392600+00:00,1303,788910,64x,200ms,20,51,1,31,25,65,34,899,1711,50,31,136,1432
2026-09-14T22:22:28.904171+00:00,1304,789429,64x,200ms,20,51,1,31,25,65,34,897,1706,50,31,136,1430
2026-09-14T22:22:29.424630+00:00,1305,789949,64x,200ms,20,51,1,2,2,4,2,68,128,5,3,9,108
2026-09-14T22:22:29.935378+00:00,1306,790465,64x,200ms,20,51,1,1,2,3,5,7,13,7,3,1,32
2026-09-14T22:22:30.448365+00:00,1307,790980,64x,200ms,20,51,0,1,2,3,5,7,13,7,4,1,32
2026-09-14T22:22:30.968021+00:00,1308,791494,64x,200ms,20,51,0,0,2,3,4,7,14,7,4,2,34
2026-09-14T22:22:31.479676+00:00,1309,792008,64x,200ms,20,51,0,1,2,3,5,8,14,7,4,2,34
2026-09-14T22:22:31.991980+00:00,1310,792523,64x,200ms,20,51,0,1,2,4,5,7,14,7,4,2,34
2026-09-14T22:22:32.512108+00:00,1311,793036,64x,200ms,20,51,0,0,1,2,3,6,12,6,3,1,28
2026-09-14T22:22:33.024373+00:00,1312,793551,64x,200ms,20,51,0,0,0,1,2,7,13,7,3,1,32
2026-09-14T22:22:33.536283+00:00,1313,794065,64x,200ms,20,51,1,1,2,4,5,7,14,7,4,2,34
2026-09-14T22:22:34.048866+00:00,1314,794580,64x,200ms,20,51,1,1,2,4,5,7,14,7,4,2,34
2026-09-14T22:22:34.568787+00:00,1315,795096,64x,200ms,20,51,1,1,2,4,5,8,14,7,4,2,33
2026-09-14T22:22:35.079592+00:00,1316,795611,64x,200ms,20,51,1,0,2,4,5,7,14,7,4,2,34
2026-09-14T22:22:35.600549+00:00,1317,796126,64x,200ms,20,51,1,1,2,4,5,7,14,7,4,2,33
2026-09-14T22:22:36.112062+00:00,1318,796641,64x,200ms,20,51,1,1,2,4,5,8,14,7,4,2,34
2026-09-14T22:22:36.624486+00:00,1319,797156,64x,200ms,20,51,0,1,2,4,5,7,14,7,4,2,34
2026-09-14T22:22:37.136632+00:00,1320,797671,64x,200ms,20,51,0,1,2,3,5,7,14,7,4,2,34
2026-09-14T22:22:37.656405+00:00,1321,798184,64x,200ms,20,51,0,1,2,4,5,7,13,7,4,1,33
2026-09-14T22:22:38.175828+00:00,1322,798699,64x,200ms,20,51,0,0,0,0,1,1,2,1,0,0,9
2026-09-14T22:22:38.207887+00:00,1323,799212,64x,200ms,20,51,0,0,12,6,2,266,266,318,505,83,13348
2026-09-14T22:22:38.728250+00:00,1324,799729,64x,200ms,20,51,0,7263,65535,44550,3107,2645,2699,3222,5278,816,65535
2026-09-14T22:22:39.256104+00:00,1325,800253,64x,200ms,20,51,1,7791,65535,48220,3363,1607,1655,1984,3211,475,59471
2026-09-14T22:22:39.776917+00:00,1326,800777,64x,200ms,20,51,1,678,11775,4444,325,1640,1685,2023,3266,501,53975
2026-09-14T22:22:40.304073+00:00,1327,801301,64x,200ms,20,51,1,7195,65535,44901,3212,1281,1321,1586,2590,371,60501
2026-09-14T22:22:40.824103+00:00,1328,801825,64x,200ms,20,51,1,5271,42532,33524,2375,2023,2079,2524,3998,603,59117
2026-09-14T22:22:41.352134+00:00,1329,802349,64x,200ms,20,51,1,6603,65535,41854,2965,528,540,674,1067,139,21298
2026-09-14T22:22:41.872755+00:00,1330,802872,64x,200ms,20,51,1,5610,65535,34747,2477,2336,2392,2893,4648,691,65535
2026-09-14T22:22:42.392671+00:00,1331,803396,64x,200ms,20,51,0,3015,52933,20175,1423,1178,1189,1440,2339,383,61245
2026-09-14T22:22:42.920371+00:00,1332,803919,64x,200ms,20,51,0,7047,65535,44270,3133,2345,2401,2911,4675,703,65535
2026-09-14T22:22:43.444171+00:00,1333,804444,64x,200ms,20,51,0,7001,65535,43019,3027,2338,2395,2905,4663,703,65535
2026-09-14T22:22:43.972322+00:00,1334,804967,64x,200ms,20,51,0,6999,65535,43014,3027,2336,2393,2904,4659,703,65535
2026-09-14T22:22:44.496199+00:00,1335,805491,64x,200ms,20,51,0,6996,65535,43003,3027,2334,2392,2903,4659,702,65535
2026-09-14T22:22:45.016561+00:00,1336,806016,64x,200ms,20,51,0,6997,65535,43014,3028,2334,2391,2902,4658,702,65535
2026-09-14T22:22:45.536798+00:00,1337,806540,64x,200ms,20,51,1,6989,65535,42997,3026,2333,2391,2902,4657,702,65535
2026-09-14T22:22:46.064969+00:00,1338,807063,64x,200ms,20,51,1,6987,65535,42996,3027,2333,2391,2902,4658,702,65535
2026-09-14T22:22:46.584227+00:00,1339,807587,64x,200ms,20,51,1,6985,65535,42994,3026,2333,2390,2901,4657,702,65535
2026-09-14T22:22:47.112429+00:00,1340,808111,64x,200ms,20,51,1,6988,65535,43004,3028,2332,2389,2901,4655,702,65535
2026-09-14T22:22:47.632470+00:00,1341,808635,64x,200ms,20,51,1,6983,65535,42998,3027,2332,2390,2901,4655,702,65535
2026-09-14T22:22:48.152214+00:00,1342,809158,64x,200ms,20,51,1,6974,65535,42932,3021,2331,2389,2901,4657,702,65535
2026-09-14T22:22:48.681295+00:00,1343,809681,64x,200ms,20,51,0,6983,65535,42995,3028,2331,2389,2900,4656,702,65535
2026-09-14T22:22:49.201214+00:00,1344,810206,64x,200ms,20,51,0,6975,65535,42953,3023,2331,2388,2901,4655,702,65535
2026-09-14T22:22:49.728432+00:00,1345,810730,64x,200ms,20,51,0,6983,65535,43015,3028,2330,2387,2899,4654,702,65535
2026-09-14T22:22:50.256872+00:00,1346,811254,64x,200ms,20,51,0,6985,65535,43011,3028,2329,2387,2900,4653,702,65535
2026-09-14T22:22:50.777179+00:00,1347,811779,64x,200ms,20,51,0,6984,65535,43012,3027,2330,2388,2900,4653,702,65535
2026-09-14T22:22:51.302673+00:00,1348,812303,64x,200ms,20,51,0,6982,65535,43015,3027,2330,2387,2900,4654,703,65535
2026-09-14T22:22:51.824158+00:00,1349,812827,64x,200ms,20,51,1,6980,65535,43012,3027,2329,2387,2899,4654,702,65535
2026-09-14T22:22:52.343523+00:00,1350,813350,64x,200ms,20,51,1,6976,65535,42997,3026,2329,2387,2899,4654,702,65535
2026-09-14T22:22:52.871810+00:00,1351,813874,64x,200ms,20,51,1,6977,65535,43008,3027,2328,2386,2898,4653,702,65535
2026-09-14T22:22:53.399054+00:00,1352,814398,64x,200ms,20,51,1,6979,65535,43009,3027,2328,2386,2898,4652,702,65535
2026-09-14T22:22:53.919316+00:00,1353,814922,64x,200ms,20,51,1,6971,65535,42945,3022,2328,2386,2899,4651,702,65535
2026-09-14T22:22:54.447003+00:00,1354,815446,64x,200ms,20,51,1,6963,65535,42937,3021,2329,2387,2899,4654,702,65535
2026-09-14T22:22:54.967066+00:00,1355,815969,64x,200ms,20,51,0,6973,65535,43010,3027,2329,2387,2898,4653,702,65535
2026-09-14T22:22:55.490108+00:00,1356,816493,64x,200ms,20,51,0,6979,65535,43015,3027,2328,2386,2897,4653,702,65535
2026-09-14T22:22:56.014096+00:00,1357,817017,64x,200ms,20,51,0,6977,65535,43015,3027,2329,2386,2898,4651,702,65535
2026-09-14T22:22:56.532935+00:00,1358,817541,64x,200ms,20,51,0,6976,65535,43011,3027,2328,2386,2899,4653,702,65535
