received_at,sequence,millis,gain,integration_time,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-09T00:45:06.335108+00:00,59,40688,128x,300ms,1,0,0,0,0,1,1,1,0,0,6
2026-09-09T00:45:07.022893+00:00,60,41378,128x,300ms,1,0,0,0,0,0,2,1,0,0,6
2026-09-09T00:45:07.711706+00:00,61,42068,128x,300ms,0,0,0,0,0,0,2,1,0,0,6
2026-09-09T00:45:08.399557+00:00,62,42759,128x,300ms,0,0,0,0,0,0,1,1,0,0,6
2026-09-09T00:45:09.087596+00:00,63,43449,128x,300ms,0,0,0,0,0,0,1,1,0,0,6
2026-09-09T00:45:09.783183+00:00,64,44139,128x,300ms,0,0,0,0,0,0,2,1,0,0,6
2026-09-09T00:45:10.471412+00:00,65,44829,128x,300ms,0,0,0,0,0,0,1,1,0,0,6
2026-09-09T00:45:11.158927+00:00,66,45519,128x,300ms,1,0,0,0,0,0,2,1,0,0,6
2026-09-09T00:45:11.852136+00:00,67,46210,128x,300ms,1,0,0,0,0,1,2,2,0,0,7
2026-09-09T00:45:12.540563+00:00,68,46900,128x,300ms,1,0,0,0,0,0,2,2,0,0,7
2026-09-09T00:45:13.228369+00:00,69,47590,128x,300ms,1,0,0,0,0,1,2,2,0,0,7
2026-09-09T00:45:13.916325+00:00,70,48280,128x,300ms,0,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:14.612867+00:00,71,48970,128x,300ms,0,0,0,0,0,0,1,1,0,0,6
2026-09-09T00:45:15.300006+00:00,72,49660,128x,300ms,0,0,0,0,0,0,1,1,0,0,6
2026-09-09T00:45:15.988674+00:00,73,50351,128x,300ms,0,0,0,0,0,0,1,1,0,0,6
2026-09-09T00:45:16.676688+00:00,74,51041,128x,300ms,1,0,0,0,0,0,2,1,0,0,7
2026-09-09T00:45:17.372565+00:00,75,51731,128x,300ms,1,0,0,0,0,0,2,2,0,0,7
2026-09-09T00:45:18.060437+00:00,76,52421,128x,300ms,1,0,0,0,0,0,2,2,0,0,7
2026-09-09T00:45:18.748337+00:00,77,53111,128x,300ms,1,0,0,0,0,0,2,1,0,0,7
